video_id,bib,player_name,cls,split,pos,drafted,official_forty,t_rel_s,yard
0r_usy_GIAI,9,Zachariah Branch,skill,train,WR,True,4.35,3.5464,30.0
0r_usy_GIAI,9,Zachariah Branch,skill,train,WR,True,4.35,3.9801,35.0
0r_usy_GIAI,9,Zachariah Branch,skill,train,WR,True,4.35,4.4139,40.0
BEFga72DF3U,36,J. Michael Sturdivant,skill,train,WR,False,4.4,1.0275,5.0
BEFga72DF3U,36,J. Michael Sturdivant,skill,train,WR,False,4.4,1.6281,10.0
BEFga72DF3U,36,J. Michael Sturdivant,skill,train,WR,False,4.4,2.1953,15.0
BEFga72DF3U,36,J. Michael Sturdivant,skill,train,WR,False,4.4,2.6625,20.0
BEFga72DF3U,36,J. Michael Sturdivant,skill,train,WR,False,4.4,3.1296,25.0
BEFga72DF3U,36,J. Michael Sturdivant,skill,train,WR,False,4.4,3.5967,30.0
BEFga72DF3U,36,J. Michael Sturdivant,skill,train,WR,False,4.4,4.0305,35.0
BEFga72DF3U,36,J. Michael Sturdivant,skill,train,WR,False,4.4,4.4643,40.0
BEFga72DF3U,39,Brenen Thompson,skill,train,WR,True,4.26,1.0525,5.0
BEFga72DF3U,39,Brenen Thompson,skill,train,WR,True,4.26,1.6197,10.0
BEFga72DF3U,39,Brenen Thompson,skill,train,WR,True,4.26,2.1536,15.0
BEFga72DF3U,39,Brenen Thompson,skill,train,WR,True,4.26,2.6207,20.0
BEFga72DF3U,39,Brenen Thompson,skill,train,WR,True,4.26,3.0878,25.0
BEFga72DF3U,39,Brenen Thompson,skill,train,WR,True,4.26,3.5216,30.0
BEFga72DF3U,39,Brenen Thompson,skill,train,WR,True,4.26,3.9554,35.0
BEFga72DF3U,39,Brenen Thompson,skill,train,WR,True,4.26,4.3558,40.0
BEFga72DF3U,45,Antonio Williams,skill,train,WR,True,4.41,1.0355,5.0
BEFga72DF3U,45,Antonio Williams,skill,train,WR,True,4.41,1.6361,10.0
BEFga72DF3U,45,Antonio Williams,skill,train,WR,True,4.41,2.1366,15.0
BEFga72DF3U,45,Antonio Williams,skill,train,WR,True,4.41,2.6704,20.0
BEFga72DF3U,45,Antonio Williams,skill,train,WR,True,4.41,3.1376,25.0
BEFga72DF3U,45,Antonio Williams,skill,train,WR,True,4.41,3.5713,30.0
BEFga72DF3U,45,Antonio Williams,skill,train,WR,True,4.41,4.0051,35.0
BEFga72DF3U,45,Antonio Williams,skill,train,WR,True,4.41,4.4722,40.0
Sr-Q6UjJq6g,1,Cameron Ball,line,train,DT,False,5.13,1.1555,5.0
Sr-Q6UjJq6g,1,Cameron Ball,line,train,DT,False,5.13,1.8562,10.0
Sr-Q6UjJq6g,1,Cameron Ball,line,train,DT,False,5.13,2.5236,15.0
Sr-Q6UjJq6g,1,Cameron Ball,line,train,DT,False,5.13,3.0241,20.0
Sr-Q6UjJq6g,1,Cameron Ball,line,train,DT,False,5.13,3.5913,25.0
Sr-Q6UjJq6g,1,Cameron Ball,line,train,DT,False,5.13,4.1252,30.0
Sr-Q6UjJq6g,1,Cameron Ball,line,train,DT,False,5.13,4.659,35.0
Sr-Q6UjJq6g,1,Cameron Ball,line,train,DT,False,5.13,5.1595,40.0
UcatZ1FYe5E,48,Robert Spears-Jennings,skill,test,SAF,True,4.32,0.9731,5.0
UcatZ1FYe5E,48,Robert Spears-Jennings,skill,test,SAF,True,4.32,1.5737,10.0
UcatZ1FYe5E,48,Robert Spears-Jennings,skill,test,SAF,True,4.32,2.1076,15.0
UcatZ1FYe5E,48,Robert Spears-Jennings,skill,test,SAF,True,4.32,2.6081,20.0
UcatZ1FYe5E,48,Robert Spears-Jennings,skill,test,SAF,True,4.32,3.0419,25.0
UcatZ1FYe5E,48,Robert Spears-Jennings,skill,test,SAF,True,4.32,3.509,30.0
UcatZ1FYe5E,48,Robert Spears-Jennings,skill,test,SAF,True,4.32,3.9428,35.0
UcatZ1FYe5E,48,Robert Spears-Jennings,skill,test,SAF,True,4.32,4.3765,40.0
UcatZ1FYe5E,52,Dillon Thieneman,skill,test,SAF,True,4.35,1.0023,5.0
UcatZ1FYe5E,52,Dillon Thieneman,skill,test,SAF,True,4.35,1.6029,10.0
UcatZ1FYe5E,52,Dillon Thieneman,skill,test,SAF,True,4.35,2.1034,15.0
UcatZ1FYe5E,52,Dillon Thieneman,skill,test,SAF,True,4.35,2.6373,20.0
UcatZ1FYe5E,52,Dillon Thieneman,skill,test,SAF,True,4.35,3.1044,25.0
UcatZ1FYe5E,52,Dillon Thieneman,skill,test,SAF,True,4.35,3.5715,30.0
UcatZ1FYe5E,52,Dillon Thieneman,skill,test,SAF,True,4.35,4.0053,35.0
UcatZ1FYe5E,52,Dillon Thieneman,skill,test,SAF,True,4.35,4.4391,40.0
